NEE,LE,LE_unc,H,H_unc,Tau,Tau_unc,CO2_strg,LE_strg,H_strg,Pa,Ta,RH,VPD,Rnet,Rg,G1,G2,G3,G4,Tsoil1,Tsoil2,VWC_1,VWC2,Precipitation,Windspeed,Winddir,FootprintFraction,Ustar,TKE,Tstar,L,zL,TER,GEP
3.9886,14.374,0.99895,-56.817,1.9578,0.34953,0.013698,-1.76e-05,-0.27566,-0.13253,100.08,13.94,81.88,2.88,-42.019,0.0,-11.281,-7.8249,-1.4936,-6.115,12.397,12.83,0.26735,0.46893,0.0,2.9965,188.46,97,0.54,1.5205,-0.086342,239.06,0.0063435,4.03737,0.047366
5.2502,67.514,2.1089,-11.527,1.1822,0.22058,0.013005,-2.3279,-0.092434,0.10417,100.664,15.17,84.31,0.03,35.08,58.5,-3.1758,-4.3419,0.8043,-1.6726,15.878,17.158,0.31691,0.63127,0.0,3.2108,204.41,97,0.42,1.5437,-0.022177,580.09,0.0021754,6.67167,1.4217
2.7098,14.198,1.0237,-20.222,1.3225,0.061628,0.0053032,0.011051,0.044436,0.058474,103.527,7.42,78.04,2.26,-8.008,0.0,-0.86697,0.18502,-0.60686,-0.52583,6.1747,6.3013,0.50956,0.37591,0.0,1.4473,245.19,96,0.22,0.37426,-0.071274,46.595,0.032854,2.99178,0.28178
0.8355,-1.9543,0.10963,-7.5618,0.64398,0.0055122,0.00051633,-0.017358,0.03919,-0.10717,100.621,2.12,88.28,0.83,-54.064,0.0,-27.22,-20.853,-17.724,-19.967,2.9811,3.1221,0.27487,0.44445,0.0,0.93214,170.09,93,0.07,0.055782,-0.089596,3.3086,0.43811,1.48487,0.64487
2.7883,-4.0099,0.58904,-10.625,1.7343,0.0026277,0.00066489,0.084148,-0.38168,-0.65293,100475.9,10.35,79.7,2.54,-56.724,0.0,2.3176,1.6464,0.87358,1.5933,11.752,11.824,0.75343,0.44988,0.0,0.59125,192.5,82,0.05,0.057712,-0.1849,0.81319,1.6878,3.15689,0.36689
3.4627,-3.8932,0.40828,-38.363,1.7888,0.068752,0.0038575,0.0040769,0.15668,0.090721,100833.0,7.7,86.12,1.45,-47.675,0.0,-6.9046,-6.8737,-8.792,-6.2393,7.7662,7.9815,0.61429,0.38149,0.0,2.1894,147.11,95,0.23,0.29846,-0.12973,29.617,0.046795,2.89692,-0.56308
2.9994,39.243,2.0559,-61.743,2.4228,0.49659,0.020318,-0.10712,-0.28068,-0.1612,101.216,4.73,77.33,1.93,-69.398,0.0,-0.29659,-3.8462,-3.6917,-2.5064,6.7165,6.3191,0.52146,0.38667,0.0,4.3903,278.9,97,0.63,2.1124,-0.077199,349.87,0.0043753,2.97483,-0.025172
1.1028,12.498,0.78556,-21.561,1.4213,0.090085,0.0071509,0.021432,0.014674,-0.15955,98.904,4.96,83.56,1.43,-26.03,0.0,-4.0409,-0.15651,1.838,-0.53241,3.9496,4.1952,0.29469,0.46197,0.0,2.9697,210.54,96,0.27,0.79475,-0.064041,78.979,0.018353,1.47922,0.37922
5.7192,8.9421,1.2989,-37.997,3.3803,0.032608,0.0030071,0.061495,-0.78419,-1.1003,102.235,13.0,72.53,4.1,-57.009,0.0,3.657,1.9793,4.4416,3.3718,14.532,14.204,0.51993,0.36821,0.0,1.0368,192.69,96,0.16,0.16806,-0.1869,9.9495,0.1451,5.95625,0.23625
2.9421,19.459,1.4368,-44.682,2.3591,0.13137,0.0078226,0.012205,-0.24672,-0.186,101.472,12.37,69.4,4.39,-56.74,0.0,-10.619,-7.2842,-15.606,-17.109,12.941,10.888,0.22325,0.4,0.0,2.8398,182.13,96,0.33,0.6211,-0.10983,68.555,0.022121,3.05811,0.11811
1.1408,4.7743,0.60266,-17.882,1.2292,0.071785,0.0059003,-0.1187,0.54605,0.77323,99.757,7.65,90.28,1.02,-0.43174,0.0,-5.6106,-2.9552,-1.8478,-1.8075,6.8607,7.0812,0.37269,0.53797,0.0,2.4937,198.57,96,0.24,0.6282,-0.059483,68.372,0.020959,1.2736,0.1336
2.3501,23.889,0.94759,-35.575,1.8059,0.19287,0.0097684,-0.0087572,0.16566,0.44236,100291.7,7.11,77.54,2.26,-20.103,0.0,-10.134,-10.437,-10.862,-9.2025,6.5591,6.7717,0.60809,0.39105,0.0,3.5305,208.41,96,0.39,1.118,-0.071972,150.1,0.0091886,2.59939,0.24939
4.7563,-6.6587,1.1402,-31.735,2.6635,0.039017,0.0032275,0.1182,0.1102,0.18595,102.395,6.76,90.25,0.96,-51.272,0.0,-14.711,-10.88,-9.2656,-11.86,6.7389,6.1787,0.20298,0.3731,0.0,1.7642,237.79,96,0.18,0.25011,-0.14115,15.044,0.096352,1.92698,-2.833
4.2163,3.2456,1.2402,-24.415,2.3176,0.023416,0.0021896,-0.13652,-0.66393,-0.43932,103217.7,13.74,75.87,3.78,-41.21,0.0,6.2469,4.146,5.2486,4.3872,13.328,13.057,0.72999,0.40954,0.0,1.0358,217.0,96,0.14,0.12403,-0.14118,9.3945,0.14752,5.08908,0.86908
1.7449,12.756,0.53387,-42.595,1.7611,0.1575,0.0083291,0.026129,-0.0034864,-0.056559,101.896,0.91,75.13,1.62,-70.556,0.0,-11.98,-10.326,-11.724,-9.6713,0.44136,1.652,0.1636,0.41956,0.0,4.8471,309.24,88,0.35,0.98073,-0.093663,88.143,0.017585,1.23329,-0.50671
10.232,34.031,48.02,-34.76,1.4554,0.40548,0.016969,0.62524,0.53579,0.14119,100.299,13.04,90.78,1.38,-28.12,0.0,-4.7327,-5.6025,-6.6115,-5.3131,12.32,12.354,0.62756,0.44509,0.404,4.3025,150.19,94,0.58,1.7915,-0.048903,485.29,0.0029749,5.50918,-4.7208
1.651,15.398,0.78678,-58.847,3.171,0.15202,0.011026,-0.0093825,0.13739,0.12309,100.894,5.5,72.28,2.5,-54.088,0.0,-8.509,-5.0853,-4.252,-5.4638,4.3748,4.5496,0.33977,0.49966,0.0,3.4946,224.44,96,0.35,1.0999,-0.13338,62.59,0.022895,1.18331,-0.46669
5.4153,8.6085,0.62861,-30.381,1.8943,0.048972,0.0043409,0.038608,0.10328,-0.12318,101996.5,9.37,82.14,2.1,-38.84,0.0,-14.028,-16.066,-16.578,-13.713,11.697,12.189,0.76189,0.46601,0.0,1.5826,215.35,96,0.2,0.31142,-0.12136,22.489,0.059243,5.70675,0.28675
1.0289,11.634,0.96237,-32.609,1.6871,0.05265,0.0033668,0.031203,-0.21487,-0.23258,101.299,7.28,71.04,2.95,-49.803,0.0,-12.409,-3.8255,0.94758,-4.7011,6.0298,6.2913,0.25689,0.43102,0.0,2.1601,194.34,96,0.2,0.27681,-0.12571,23.183,0.062524,1.50352,0.47352
3.1567,-4.8475,0.98293,-21.518,1.7161,0.058446,0.0056785,0.0051005,0.074948,0.0090341,101.615,6.7,89.63,1.02,-40.13,32.48,-16.104,-15.014,-10.462,-16.739,8.3893,8.3239,0.1364,0.22874,0.0,2.3079,242.92,96,0.22,0.52441,-0.078489,40.907,0.037563,2.92472,-0.23528
0.8943,5.2803,0.29102,-7.6644,0.42944,0.010385,0.00075065,0.035446,0.13009,-0.18122,101.59,1.18,74.72,0.02,-14.149,0.0,-10.06,-9.7555,-11.233,-9.9045,2.3487,2.4583,0.27017,0.48606,0.0,1.2938,166.66,95,0.09,0.066344,-0.066374,8.0991,0.18642,0.93142,0.041422
1.3915,-2.7818,0.36988,-5.7852,0.80422,0.0021239,0.00039226,0.0047508,-0.095467,-0.29354,102253.8,5.69,85.45,1.33,-28.185,0.0,-5.1232,-5.2836,-6.5213,-4.5661,5.826,5.9757,0.59457,0.38534,0.0,0.68923,188.07,72,0.04,0.047051,-0.11019,1.0423,1.3232,1.88473,0.49473
2.3829,40.504,1.7158,-88.166,3.7306,0.34866,0.020547,0.0043209,0.063083,-0.012468,99.962,6.94,67.03,3.28,-75.25,0.0,-13.978,-11.236,-9.7469,-9.0831,4.1903,4.5473,0.2767,0.44119,0.0,4.8589,226.93,96,0.53,2.6653,-0.1329,147.33,0.0098382,2.08634,-0.29366
4.2212,-1.9679,0.79065,-19.7,3.8986,0.056389,0.006334,-0.023235,0.14145,-0.98341,101.723,15.23,49.13,8.78,-40.271,39.29,8.7515,22.906,18.113,13.073,17.153,15.177,0.23511,0.36872,0.0,1.854,265.65,96,0.21,0.34222,-0.074217,44.257,0.033136,4.4218,0.2018
3.5514,18.703,4.5348,9.8133,0.92869,0.039339,0.0027587,-0.011492,0.55668,0.3312,102.275,14.4,94.61,0.88,41.33,53.15,-10.138,-11.035,-10.888,-8.7146,16.649,16.547,0.11795,0.17629,0.0,1.0802,188.22,97,0.18,0.17051,0.043972,-51.584,-0.029399,8.12541,4.5754
1.357,9.9523,0.69551,-42.644,1.7841,0.098569,0.0052272,-0.05018,-0.22657,-0.27933,101.546,2.14,81.48,1.32,-69.791,0.0,-9.635,-11.932,-10.842,-7.8622,1.3797,1.5264,0.33343,0.50774,0.0,3.5558,301.84,95,0.28,0.56604,-0.11897,44.033,0.032544,1.49528,0.13528
1.8004,-10.039,0.98649,-23.289,2.3828,0.024964,0.0022138,0.033781,-0.34444,-0.48971,103.477,7.37,90.38,0.99,-51.736,0.0,-6.434,-1.5474,-0.42202,-0.81925,7.1783,7.5953,0.34172,0.51099,0.0,1.1638,249.89,96,0.14,0.17398,-0.12894,10.442,0.13724,1.6838,-0.1162
5.3382,6.2072,0.62425,-4.449,0.33049,0.0048274,0.00030534,0.57696,0.58675,-0.78178,101114.2,21.57,72.88,6.96,-22.648,32.04,13.194,18.175,13.392,17.607,27.431,27.824,0.49195,0.24215,0.0,0.97818,293.3,95,0.06,0.032961,-0.057863,5.1343,0.23992,13.94897,8.609
2.2444,6.7163,0.34301,-60.728,2.3323,0.20624,0.0094225,-0.012459,-0.0072836,0.12754,102717.8,6.42,75.84,2.32,-73.682,0.0,-1.6018,-2.1164,-2.8884,-1.6438,6.0544,6.1628,0.55687,0.33164,0.0,3.9497,272.13,96,0.4,0.94505,-0.11729,95.012,0.014516,2.04084,-0.19916
2.0859,-7.9148,0.34766,-32.12,1.8773,0.05987,0.0045768,-0.059963,0.03062,0.056137,100.654,5.22,87.01,1.15,-72.294,0.0,-29.358,-16.282,-14.225,-15.005,5.1776,6.2688,0.19418,0.42945,0.0,2.2552,225.29,96,0.22,0.41703,-0.11604,28.376,0.054624,2.11981,0.029815
4.1953,-3.582,0.3263,-20.426,1.7017,0.033039,0.0035384,0.024585,-0.18762,-0.28362,101.596,11.9,85.24,2.05,-42.061,0.0,-12.841,-13.256,-7.9971,-9.4434,14.429,15.483,0.19185,0.30608,0.0,1.5023,227.85,96,0.16,0.24798,-0.099901,18.876,0.075918,4.33512,0.13512
2.6325,-2.6821,0.88261,-25.812,2.1411,0.027861,0.0027422,-0.061756,-0.71244,-1.161,102.585,3.48,85.65,1.12,-60.921,0.0,-5.3249,-4.4858,-6.2985,-4.5309,4.9312,4.9169,0.48773,0.35857,0.0,1.1584,225.5,96,0.15,0.1842,-0.13504,10.931,0.13514,3.26353,0.63353
5.8112,-0.30547,1.0508,-32.678,1.44,0.20624,0.011377,0.1121,-0.44634,-0.26824,101.447,12.84,89.63,1.53,-32.81,0.0,-4.7067,2.3684,4.7669,0.7819,12.502,12.858,0.26061,0.45715,0.0,2.9805,131.64,83,0.41,1.0653,-0.064087,185.33,0.0054714,4.56208,-1.2479
3.913,5.9431,1.7547,-40.143,2.9233,0.083891,0.0065867,0.036857,-0.12228,-0.3514,100999.0,11.78,80.82,2.64,-54.399,0.0,-0.36228,-0.18356,-4.0335,-0.35744,12.7,12.789,0.75491,0.46427,0.0,1.9955,232.32,96,0.26,0.6556,-0.12357,38.996,0.035196,3.84585,-0.064149
1.3705,2.1983,0.38988,-11.831,0.74971,0.0298,0.00184,-0.0427,0.11794,0.31207,103301.2,0.36,88.72,0.71,-43.021,0.0,-10.518,-10.665,-11.29,-8.7208,2.7515,2.9073,0.57714,0.35866,0.0,2.2695,307.57,92,0.15,0.16756,-0.0593,25.772,0.0598,1.17019,-0.19981
3.6301,9.4253,1.739,-20.207,1.5538,0.063731,0.0043096,-0.046454,0.0088848,0.053374,101.148,9.7,85.81,1.7,-70.31,0.0,-14.965,-13.303,-28.091,-15.272,13.793,13.108,0.17899,0.28065,0.0,1.8943,281.89,96,0.23,0.29421,-0.071081,50.642,0.030607,3.26627,-0.36373
1.5771,42.226,2.2574,-51.135,2.8474,0.15595,0.007601,0.069352,-0.27762,-1.0284,100.8,12.67,66.95,4.83,-43.663,0.0,-14.28,-1.1248,2.8368,-3.5063,12.999,13.312,0.25998,0.4499,0.0,2.541,301.11,96,0.36,0.64966,-0.1158,78.007,0.013171,4.76764,3.1876
9.3548,4.1912,0.46132,-5.4529,0.66789,0.0081194,0.00071037,0.78278,-1.0712,-1.301,101487.1,16.08,82.24,3.23,-38.478,0.0,5.6857,5.3053,2.1695,5.0119,20.871,20.458,0.612,0.36492,0.0,0.84409,284.09,96,0.08,0.063245,-0.054153,8.8319,0.13947,10.66313,1.3131
6.8817,-9.8151,1.4906,-22.221,1.7467,0.069316,0.0059496,0.019727,0.048187,-0.38529,102.587,17.67,75.85,0.05,-53.83,0.0,-14.232,-8.972,-5.0297,-9.5674,19.309,19.016,0.037724,0.2808,0.0,1.9279,204.14,96,0.24,0.47595,-0.075841,52.954,0.02383,7.92212,1.0421
6.4929,9.1873,1.0235,-11.459,0.70465,0.033616,0.0025793,-0.033249,0.050753,-0.067386,101.472,15.68,85.99,2.49,-30.806,0.0,-23.968,-14.661,-12.64,-21.553,17.106,17.26,0.17425,0.27629,0.0,1.0534,228.02,96,0.17,0.15138,-0.055887,35.348,0.033716,6.49062,0.00062162
7.2533,2.2938,1.4893,-22.847,2.7599,0.054903,0.003865,-0.22443,1.0461,0.863,101.631,14.78,87.72,0.02,-16.95,0.0,-13.149,-14.335,-12.31,-14.048,15.006,15.22,0.085666,0.2733,0.0,1.7362,182.0,96,0.21,0.25797,-0.087544,36.099,0.042566,6.6065,-0.6435
5.8348,-8.2396,7.9714,-22.996,1.8182,0.071221,0.0065885,0.00062299,0.12172,0.078089,101.353,10.32,93.17,0.85,-28.664,0.0,0.53699,1.9724,1.569,1.0475,7.8913,8.0154,0.51605,0.38117,0.0,1.4593,243.09,97,0.24,0.37296,-0.076486,52.714,0.028023,4.10665,-1.7234
2.3922,-0.8938,0.20412,-2.8749,0.35926,0.0077832,0.00085354,0.038913,0.17662,0.14522,101.98,8.3,73.28,2.92,-13.838,0.0,-8.8789,-7.5491,-5.8064,-6.3469,9.0204,9.1118,0.041028,0.23349,0.0,0.96871,278.05,96,0.08,0.054346,-0.028772,14.956,0.10364,2.65132,0.26132
5.3715,2.3032,0.7852,-0.84459,0.22168,0.0072082,0.0006022,0.51363,-0.026307,-0.44667,101738.4,16.02,68.34,5.75,-19.82,0.0,6.7764,5.7985,1.095,5.998,19.98,19.626,0.55999,0.28895,0.0,0.88162,141.48,78,0.08,0.05672,-0.0088985,47.499,0.032422,5.26238,-0.10762
1.898,8.9537,2.071,-51.229,2.364,0.1643,0.0095084,-0.024353,0.45025,-0.75603,99.969,8.48,76.29,2.62,-72.35,0.0,-5.5816,-1.3944,-0.12186,-1.0075,6.5614,6.8289,0.27565,0.44153,0.0,3.6271,198.99,96,0.37,1.1423,-0.11272,82.803,0.017505,2.35612,0.45612
1.5592,11.532,0.55256,-33.776,1.3968,0.12772,0.0063624,-0.010666,0.055543,0.028602,100.331,9.21,84.51,1.8,-17.333,0.0,-1.1658,-1.6227,-1.2985,-1.0525,7.1296,7.2177,0.34846,0.52138,0.0,3.6598,150.07,96,0.32,0.65833,-0.084209,86.259,0.016613,2.18907,0.62907
1.9864,14.645,1.4984,-24.843,1.3704,0.32677,0.013477,0.011605,0.41323,0.28496,99.574,11.11,86.36,1.8,-1.756,0.0,0.7539,-0.082037,1.8206,2.9292,8.5235,9.1224,0.22896,0.35483,0.0,6.2681,150.15,95,0.52,1.9648,-0.038975,488.3,0.0031057,2.41842,0.42842
3.4233,13.165,1.3858,-4.076,1.3164,0.013637,0.0013294,0.15388,0.34391,-0.46218,101.922,17.03,59.24,0.08,-33.81,0.0,-10.791,-5.0558,-1.1367,-6.0285,20.247,19.884,0.034708,0.2984,0.0,1.1208,280.36,96,0.11,0.086007,-0.031487,25.139,0.050197,9.15112,5.7311
1.6669,1.3496,0.16713,-0.80564,0.14171,0.010291,0.00096421,-0.016216,-0.052409,-0.0077279,103657.6,4.66,85.39,1.24,-5.186,4.09,-6.1825,-5.9791,-6.7804,-5.3837,7.2154,7.1727,0.54477,0.29561,0.0,1.0411,165.07,96,0.09,0.05401,-0.0069126,78.504,0.019617,1.83486,0.16486
1.0559,15.806,0.8593,-24.172,1.332,0.060516,0.0041916,0.062384,0.10995,0.22484,101.984,4.84,73.67,2.27,-22.389,0.0,-12.441,-11.416,-12.543,-10.261,4.0298,4.2314,0.1699,0.41298,0.0,2.6315,183.59,96,0.22,0.38149,-0.086276,37.808,0.040997,1.60453,0.54453
2.3757,5.5076,0.38731,-40.068,1.8085,0.11426,0.0062026,0.034957,0.071658,-0.3457,99.025,11.8,79.65,2.81,-50.052,0.0,-11.06,-5.1778,-4.0146,-5.8177,11.957,12.235,0.32946,0.49119,0.0,3.5067,154.25,96,0.31,0.62025,-0.10674,63.09,0.022714,3.01909,0.63909
1.9553,-0.012606,0.12139,-35.748,1.8748,0.085204,0.0065373,0.023145,-0.041101,-0.43465,100.383,1.86,84.95,1.05,-79.0,0.0,-13.308,-10.817,-11.856,-11.38,3.6521,2.9008,0.21451,0.35708,0.0,2.7159,224.48,96,0.26,0.48562,-0.10782,42.541,0.036436,1.38681,-0.57319
7.2234,19.661,1.303,-24.26,1.6669,0.1241,0.0072048,-0.044586,0.43532,-0.29767,101551.0,17.35,78.07,4.33,-18.793,0.0,-3.8448,-2.592,-5.1124,-2.0204,19.121,19.412,0.6275,0.32271,0.0,2.18,251.16,97,0.32,0.65742,-0.06173,119.39,0.010317,9.4627,2.2427
6.5977,17.809,2.0153,-33.672,2.4018,0.03562,0.0031346,0.13289,0.06644,-0.76322,100.932,17.18,72.07,5.46,-37.883,0.0,1.582,2.652,5.1624,-1.9145,19.545,20.085,0.34609,0.48156,0.0,1.4874,184.7,96,0.17,0.24351,-0.16044,13.268,0.10296,7.95637,1.3564
3.1459,-2.9338,1.1124,-25.075,1.9949,0.043263,0.0026616,-0.044108,0.41604,0.14605,102655.0,8.43,86.15,1.53,-30.157,0.0,-4.8205,-5.1822,-6.0987,-4.3571,8.1828,8.2969,0.596,0.36281,0.0,1.7156,150.28,93,0.18,0.22847,-0.10607,22.393,0.061889,2.89871,-0.25129
6.007,3.7835,0.65623,-16.489,1.3142,0.051178,0.0033531,0.23845,-0.23627,-0.57714,101.376,18.4,85.27,3.11,-26.814,0.0,-13.103,-7.1725,-6.0331,-10.981,18.528,18.542,0.17597,0.28133,0.0,1.3324,182.8,96,0.21,0.23392,-0.065446,46.929,0.025396,6.76199,0.75199
1.6617,4.0893,0.84887,-50.483,3.6396,0.1913,0.010992,0.035794,-0.05705,-0.17958,101.805,2.92,82.06,1.35,-80.3,0.0,-19.568,-11.79,-11.421,-15.612,5.8963,4.2905,0.23621,0.37021,0.0,4.1212,274.52,96,0.39,1.0513,-0.1011,100.82,0.015374,2.41143,0.75143
8.8912,10.999,0.9331,-16.778,1.0119,0.068314,0.0045775,-0.091166,-1.4311,-0.74953,100785.8,15.61,86.76,2.34,-15.983,0.0,-5.2553,-4.6144,-5.8473,-4.5072,17.386,17.481,0.69578,0.40391,0.0,1.4623,261.94,97,0.24,0.33736,-0.057588,70.288,0.015333,9.50804,0.61804
6.3292,34.974,2.5552,-13.674,1.2853,0.057701,0.0052221,0.056666,0.033613,-0.32572,101.684,17.26,67.4,6.4,-11.574,0.0,3.1315,1.1905,2.9759,4.22,17.859,18.243,0.6533,0.39234,0.0,1.7223,253.34,96,0.22,0.31019,-0.051028,66.943,0.021704,7.78552,1.4555
2.429,-10.211,3.3288,-5.3395,0.70401,0.0072044,0.00077109,-0.54189,0.070245,-0.11777,102.115,10.18,92.32,0.95,-18.96,10.24,-12.386,-11.383,-23.33,-14.17,14.289,13.124,0.15578,0.28909,0.0,0.85188,178.78,96,0.08,0.066058,-0.055625,7.2544,0.21366,4.48586,2.0559
-1.9696,100.91,5.6878,-43.675,2.0637,0.16246,0.0095866,0.050331,0.1374,-0.30659,101.971,16.9,59.26,7.82,46.326,155.01,10.978,7.7028,8.4836,6.9094,20.927,20.494,0.3486,0.33036,0.0,2.2579,271.33,97,0.36,0.73214,-0.096998,98.48,0.014796,8.6945,10.664
3.8054,11.581,1.1131,-38.906,2.6444,0.15215,0.0074284,0.16888,0.14078,-0.2668,103068.0,5.12,70.19,2.62,-44.655,0.0,-3.3525,-4.2323,-4.2045,-3.4797,5.4996,5.5092,0.55302,0.32326,0.0,3.7904,300.24,94,0.34,0.90952,-0.087167,92.995,0.014831,1.96787,-1.8421
6.3965,-4.4963,1.8972,-22.904,1.7962,0.08049,0.0062776,0.024361,-0.42871,-0.41708,101.349,10.16,92.83,0.89,-24.661,0.0,0.58288,2.4015,1.9911,1.3436,7.8976,8.0366,0.51614,0.38134,0.0,1.5096,235.62,97,0.25,0.39781,-0.071644,63.526,0.023254,4.10912,-2.2909
10.731,-17.269,2.2541,-27.159,2.0383,0.031889,0.0028008,0.049546,-0.20111,-0.35762,102.256,16.45,84.37,2.92,-52.976,0.0,5.462,-0.33299,3.2412,3.3171,21.111,20.873,0.44108,0.27575,0.0,1.0844,194.24,96,0.16,0.17953,-0.13564,13.753,0.098819,9.2536,-1.4764
2.8157,11.578,1.1552,-57.193,2.5647,0.19379,0.010603,0.0030954,-0.055937,0.23973,100226.2,10.37,79.39,2.59,-66.367,0.0,-0.065491,-0.11538,-1.1717,-0.030321,9.0026,9.0769,0.60323,0.3747,0.0,3.3926,176.07,96,0.4,1.1217,-0.11605,95.878,0.014385,3.34962,0.52962
6.5673,-11.653,0.68273,-28.482,1.8126,0.072504,0.0047569,-0.020818,-0.18372,-0.26497,102.083,8.09,91.87,0.01,-52.86,0.0,-15.538,-12.827,-8.9044,-12.927,7.6813,8.3186,0.17393,0.28049,0.0,1.9702,287.06,96,0.24,0.32996,-0.09382,42.124,0.036478,4.20969,-2.3603
2.2306,44.384,2.7976,-11.879,1.8669,0.03348,0.0023039,0.10048,0.57933,-1.0865,102.034,15.24,57.15,7.4,-31.14,69.16,-5.0398,9.9889,21.299,-0.67739,18.572,18.993,0.24696,0.45855,0.0,1.5375,173.39,96,0.17,0.18052,-0.057963,33.532,0.044826,5.39336,3.1634
0.85922,10.906,0.67733,-39.276,2.2926,0.06111,0.0053505,0.013691,0.024999,-0.18779,101.681,6.94,70.79,2.91,-60.784,0.0,-17.365,-4.311,1.3743,-5.4815,6.4431,6.8746,0.24675,0.42475,0.0,2.2472,204.59,96,0.22,0.40847,-0.1402,23.951,0.060521,1.91589,1.0559
2.2464,2.6914,1.0891,-36.949,2.1953,0.098548,0.0070127,-0.0029011,0.25434,0.39107,100864.5,5.75,83.22,1.54,-27.179,0.0,-3.454,-4.1665,-4.414,-3.292,4.5502,4.6027,0.60227,0.38498,0.0,2.9403,177.74,96,0.28,0.67025,-0.10404,52.153,0.029528,2.42282,0.17282
1.2041,-3.9713,0.33824,-29.28,1.5443,0.095519,0.0085328,-0.033533,0.12131,0.056811,101.086,7.75,88.51,1.21,-22.819,0.0,4.8747,4.5179,3.5501,3.6654,4.897,4.8411,0.35382,0.50617,0.0,2.7126,237.96,96,0.28,0.85944,-0.083897,63.453,0.022584,1.2283,0.028295
1.0248,9.3497,0.63149,-10.144,1.0746,0.030404,0.0026959,0.063276,-0.0273,-0.4836,102.035,11.34,66.96,4.43,-21.583,0.0,0.96147,6.0132,11.958,3.529,12.233,11.819,0.21984,0.42396,0.0,1.8445,232.37,95,0.16,0.22227,-0.051609,33.27,0.043567,2.76998,1.75
3.5295,-4.6,0.23266,-10.283,0.76716,0.0079301,0.00060079,-0.18136,-0.24262,-0.76404,100.967,7.28,84.07,0.02,-59.25,0.0,-18.998,-12.67,-4.9494,-14.921,9.2861,9.3779,0.31634,0.52997,0.0,1.1248,171.62,93,0.08,0.049063,-0.10359,4.1492,0.36872,2.6563,-0.8737
0.76833,1.8268,0.23527,-21.124,0.84904,0.069795,0.0036546,0.018979,-0.11351,-0.20356,101.805,-0.48,89.69,0.61,-68.579,0.0,-8.3613,-7.9962,-7.311,-7.7973,1.7228,1.7013,0.3186,0.50299,0.0,3.0221,303.02,94,0.23,0.37858,-0.069627,52.085,0.027513,1.28908,0.51908
2.8993,-8.0893,0.91441,-24.387,1.6649,0.031937,0.0023967,0.075164,-0.32236,-0.19813,103.139,6.64,90.25,0.95,-43.92,0.0,-12.307,-8.0676,-4.0103,-6.1979,4.7399,5.4616,0.24343,0.4023,0.0,1.3496,184.37,96,0.16,0.16724,-0.11943,14.405,0.10528,2.78176,-0.11824
1.3635,6.5384,1.0324,-37.96,2.1236,0.098178,0.0069537,0.0071714,-0.11369,-0.39523,99.292,2.98,82.26,1.34,-73.85,0.0,-15.595,-11.454,-9.4836,-9.8893,2.5118,2.7495,0.30316,0.4705,0.0,2.3903,237.37,96,0.28,0.55764,-0.10745,50.298,0.028818,1.2931,-0.066899
1.6676,19.753,0.93956,-52.724,1.9349,0.27851,0.011251,0.063119,0.0016208,0.028175,100232.3,1.8,75.94,1.67,-50.528,0.0,-5.8924,-6.6678,-6.9074,-5.3019,3.5453,3.6901,0.58001,0.35928,0.0,6.0308,299.41,96,0.47,1.6404,-0.088032,170.51,0.008403,3.5679,1.8979
1.9104,-9.3464,0.67836,-20.753,1.3081,0.020023,0.0015798,0.048503,-0.45253,-0.68146,103479.4,6.68,89.19,1.06,-59.868,0.0,0.91733,0.83198,1.0232,0.826,7.3982,7.4363,0.57192,0.35987,0.0,1.2392,211.52,96,0.12,0.12688,-0.12816,8.382,0.16454,1.95763,0.047626
1.74,25.301,2.4387,-28.133,1.2894,0.30711,0.014449,-0.041896,0.19293,-0.051199,100.011,7.6,75.15,2.59,-12.279,0.0,-10.936,-9.468,-8.2269,-9.5394,8.043,7.7439,0.19628,0.35082,0.0,5.3083,185.91,96,0.5,1.8668,-0.045208,383.24,0.0037823,2.18641,0.44641
5.3516,3.5638,0.7527,-9.4612,0.90164,0.0065117,0.00079592,-0.012778,0.094741,-0.13543,101.8,14.29,61.04,6.33,-52.74,0.0,-8.6946,-1.2532,6.6628,-4.4118,16.924,16.278,0.12304,0.26107,0.0,0.75405,216.91,92,0.07,0.16093,-0.10463,3.6,0.42683,4.15487,-1.1951
0.75696,6.2457,0.61357,-24.332,1.2429,0.09243,0.0068395,-0.019528,-0.082512,0.033814,100.685,6.36,83.17,1.61,-11.21,0.0,-4.0004,-4.0218,-3.7316,-3.5614,4.884,4.9291,0.36156,0.51318,0.0,2.91,221.59,96,0.27,0.64287,-0.070875,72.297,0.019821,1.23573,0.47573
7.4057,3.7985,0.65201,-4.1219,0.43168,0.01382,0.0014645,0.039861,-0.0074232,-0.067799,101.296,12.99,91.55,1.26,-14.309,0.0,-5.8635,-7.379,-3.0105,-1.7058,17.667,17.624,0.37414,0.35003,0.0,0.66629,238.22,96,0.11,0.084212,-0.031254,25.543,0.057045,7.8088,0.3988
10.204,-3.6592,0.98986,-12.963,1.7329,0.014191,0.0011063,-0.8547,0.86708,0.98364,101883.9,6.99,92.2,0.78,-16.161,0.0,-15.507,-12.268,-17.892,-12.439,12.599,12.964,0.65179,0.30525,0.0,0.49203,139.75,88,0.11,0.063669,-0.095861,8.1224,0.13846,5.5831,-4.6169
