NEE,LE,LE_unc,H,H_unc,Tau,Tau_unc,CO2_strg,LE_strg,H_strg,Pa,Ta,RH,VPD,Rnet,Rg,G1,G2,G3,G4,Tsoil1,Tsoil2,VWC_1,VWC2,Precipitation,Windspeed,Winddir,FootprintFraction,Ustar,TKE,Tstar,L,zL,TER,GEP
3.7355,10.758,1.5015,-25.691,2.4591,0.1143,0.0085725,0.048651,-0.63947,-0.59216,99852.02,13.69,58.2,6.53,-33.07,30.7,15.117,12.934,11.285,11.946,17.523,16.957,0.58576,0.28848,0.0,2.7475,182.82,96,0.31,0.89,-0.068416,98.624,0.015615,4.20537,0.46537
5.2556,15.201,0.85968,-17.211,0.95537,0.022018,0.001638,0.064621,0.15107,-0.12266,102.051,10.31,76.99,2.88,-7.092,0.0,-4.0133,-3.5361,-2.5807,-4.172,9.9423,9.7212,0.27441,0.48048,0.0,1.2169,156.77,96,0.13,0.10238,-0.10268,12.023,0.11777,5.00465,-0.25535
2.5709,16.505,1.1633,-54.179,2.476,0.18166,0.012724,-0.0059759,0.19133,-0.05634,102.594,10.72,76.68,3.0,-48.5,0.0,-3.8661,-4.6294,-2.6891,-4.2697,8.3169,8.3584,0.30983,0.49651,0.0,3.726,208.52,96,0.38,1.4752,-0.11231,90.343,0.016193,2.52989,-0.040108
6.411,6.7636,1.1585,-34.692,1.931,0.18866,0.010095,0.049942,-0.30898,-0.25013,100.646,17.27,85.59,2.83,-39.904,0.0,-10.598,-7.6745,-6.2487,-7.9859,16.888,16.849,0.25142,0.42044,0.0,1.8977,198.72,97,0.4,0.76741,-0.071867,157.72,0.0067494,8.6513,2.2413
5.1064,8.5266,0.83499,-12.969,0.83057,0.046935,0.0035664,0.0096871,0.62095,0.43777,101.691,10.75,89.95,1.29,-8.8234,0.0,-2.3523,-5.2381,-4.5873,-3.5592,12.193,12.024,0.56119,0.39817,0.0,1.3042,219.01,96,0.19,0.22309,-0.053093,49.981,0.028885,5.28044,0.17044
1.0297,-4.3355,0.29309,-13.201,1.0814,0.021078,0.0018433,-0.068588,0.24511,0.40309,101.507,3.55,90.06,0.01,-14.342,0.0,-15.357,-15.275,-15.701,-14.95,3.8618,4.2394,0.29922,0.50486,0.0,1.5015,286.18,95,0.13,0.16551,-0.08044,13.866,0.10889,1.34028,0.31028
6.0601,-8.3767,1.0111,-21.842,1.7226,0.034091,0.0028889,0.090904,-0.37934,-0.54067,101.528,7.25,86.37,1.39,-66.607,0.0,0.462,-5.8285,-3.3973,-2.2572,14.462,14.103,0.48652,0.33168,0.0,1.7328,208.08,96,0.16,0.22085,-0.10446,18.018,0.08547,5.55284,-0.50716
5.1613,30.823,1.5026,-46.967,2.4317,0.36896,0.021256,-0.032412,0.094751,0.39027,101.123,14.28,84.24,2.56,-9.53,0.0,9.5654,7.6319,3.328,9.6116,10.641,10.894,0.36507,0.6176,0.0,5.1726,231.93,96,0.55,2.4288,-0.069137,311.77,0.0046923,4.02019,-1.1398
3.6052,2.7961,0.47874,-56.894,2.4672,0.24124,0.011381,0.0076838,-0.13736,-0.25653,100.624,14.12,82.21,2.86,-58.121,0.0,-9.6859,-6.5719,-1.8648,-5.0017,12.122,12.562,0.27439,0.47649,0.0,2.1546,197.98,97,0.45,1.0894,-0.10382,136.45,0.011114,3.95805,0.34805
2.1403,9.5061,0.72458,-9.2664,0.74622,0.031292,0.0026898,-0.051634,0.059675,0.11146,101043.9,12.66,92.39,1.11,-9.6552,41.23,-13.659,-14.58,-17.005,-12.731,16.421,16.571,0.75461,0.42687,0.0,1.1238,189.79,96,0.16,0.22777,-0.046727,38.717,0.031815,8.79868,6.6587
1.8999,4.2181,0.3612,-8.474,0.82531,0.030746,0.0030801,0.028485,0.16077,0.079109,102.863,4.74,86.36,1.17,-8.62,0.0,-6.1871,-4.9497,-3.7235,-4.2604,4.8703,5.0851,0.24118,0.39985,0.0,1.2408,230.54,96,0.15,0.16864,-0.04223,38.8,0.039085,2.4916,0.5916
6.682,3.429,1.1507,-41.018,2.5076,0.049281,0.0032372,0.075964,-0.51541,-0.68347,101.875,15.65,80.63,3.43,-51.661,0.0,4.8848,3.8339,5.3561,4.5357,15.563,15.239,0.50387,0.3519,0.0,1.2402,187.21,96,0.2,0.18291,-0.16495,17.456,0.082707,6.32338,-0.35662
3.6071,-5.8993,0.49246,-17.203,1.5038,0.026739,0.0029439,0.086594,-0.29,-0.51052,102236.8,8.0,85.59,1.54,-58.792,0.0,-10.5,-9.9813,-14.488,-9.1366,12.814,12.843,0.67744,0.36139,0.0,1.3477,183.08,96,0.15,0.24387,-0.092685,15.871,0.097032,3.62494,0.014939
5.9131,7.1459,0.84148,-15.151,0.82828,0.021148,0.0011426,0.36669,-0.49933,-0.822,101.338,18.0,77.4,4.65,-46.387,0.0,-23.632,-9.1604,-4.0422,-23.346,21.557,21.106,0.1317,0.20545,0.0,1.0679,164.73,96,0.13,0.082846,-0.093576,13.522,0.10102,8.64405,2.734
1.7694,-6.7767,0.9076,-12.998,1.1639,0.014886,0.001577,0.024217,-0.16181,-0.23828,103455.4,6.13,91.99,0.75,-44.713,0.0,-1.4366,-1.7451,-2.7131,-1.4399,6.678,6.7941,0.57151,0.35926,0.0,0.92781,193.44,96,0.11,0.11154,-0.093018,8.5547,0.16122,1.87077,0.10077
8.9941,22.379,1.8756,-20.439,2.8889,0.016141,0.0015855,0.29405,0.81012,-1.3225,100985.6,19.15,57.19,9.47,-48.885,0.0,15.126,10.469,7.382,9.2355,24.07,23.373,0.54219,0.29645,0.0,0.95796,268.35,96,0.12,0.091381,-0.14519,6.7255,0.16024,10.51772,1.5277
2.0397,-12.724,9.2852,-12.721,1.6453,0.027763,0.0029257,-0.056225,0.093438,-0.052961,100.872,4.35,90.68,0.77,-35.039,42.56,-20.28,-21.961,-16.188,-12.714,7.7786,8.8903,0.20377,0.26552,0.0,1.5747,194.91,96,0.15,0.28439,-0.067318,22.477,0.063753,2.78968,0.74968
7.5191,22.633,1.9904,-46.801,2.3314,0.1915,0.012154,-0.0073416,-0.22061,-0.19381,101.047,13.89,79.29,3.28,-42.059,0.0,-1.0942,-3.5449,-2.9167,-2.157,14.814,14.714,0.56629,0.39989,0.0,2.4669,238.25,97,0.4,1.0178,-0.095635,116.72,0.011967,6.47488,-1.0451
6.1574,11.421,0.83672,-20.068,1.9076,0.079023,0.0056139,0.063054,-0.025691,-0.093319,102.249,12.52,80.44,2.83,-30.189,0.0,-10.272,-13.794,-9.9859,-7.7349,15.517,15.265,0.37558,0.34331,0.0,1.4768,244.94,97,0.25,0.39517,-0.063336,70.923,0.020072,7.33676,1.1768
3.0627,16.195,0.75619,-71.529,3.0779,0.32172,0.017867,0.068619,-0.047086,-0.15253,99.332,5.01,82.58,1.52,-67.587,0.0,-1.4938,-3.8137,-3.8364,-3.1515,5.3144,5.1681,0.52548,0.40252,0.0,3.6535,240.93,97,0.51,1.7827,-0.11219,160.16,0.010228,2.45483,-0.60517
2.4552,34.602,1.394,-66.865,2.885,0.2347,0.012826,0.010668,-0.26354,-0.51003,101203.9,8.02,66.71,3.57,-57.608,0.0,1.6593,2.4821,2.6054,1.6507,7.2461,7.1272,0.59148,0.37291,0.0,5.2458,277.2,96,0.43,1.594,-0.12231,106.9,0.014406,1.91982,-0.54018
14.481,28.115,11.943,-29.153,3.1715,0.016042,0.0018699,0.36423,0.052671,-1.2248,102595.4,17.92,70.19,6.1,-35.804,0.0,8.5745,8.7972,4.86,7.4024,20.378,20.211,0.61401,0.34954,0.0,0.59474,215.67,97,0.11,0.12851,-0.20556,4.5898,0.2348,10.6866,-3.7934
1.2765,2.3606,0.43277,-35.341,1.9467,0.12998,0.0091,-0.0129,-0.0614,-0.0437,100147.7,3.8,82.59,1.39,-65.796,0.0,-8.1029,-7.2029,-10.798,-5.8566,5.1879,5.4833,0.61862,0.40552,0.0,2.8514,214.09,96,0.32,0.89861,-0.0867,82.125,0.0188,1.35113,0.071133
3.293,20.072,1.2633,-28.129,1.1857,0.15515,0.0091074,-0.019407,0.2531,0.25583,101342.7,12.66,85.56,2.11,-3.2818,0.0,3.8159,3.9637,4.2623,3.3449,10.017,9.9403,0.79506,0.38384,0.0,2.9555,205.71,96,0.36,0.91225,-0.063634,140.37,0.0098252,3.2547,-0.035305
1.3326,5.7445,0.68932,-46.55,2.5872,0.10673,0.0080029,0.024669,0.074208,-0.53745,101.441,4.49,75.03,2.1,-72.59,0.0,-7.874,-7.3022,-8.1833,-10.346,4.1824,3.6361,0.22668,0.35037,0.0,2.9791,216.36,96,0.29,0.88579,-0.12537,46.088,0.033631,1.52491,0.19491
2.7648,1.3127,0.60062,-2.0771,1.0139,0.0039766,0.00084899,-0.0067428,0.15862,0.11418,102.317,7.52,90.55,0.98,-16.37,5.43,-14.661,-15.888,-15.32,-16.281,11.146,10.79,0.14309,0.301,0.0,0.63344,225.51,93,0.06,0.079165,-0.028981,7.5164,0.19641,3.0087,0.2487
5.8187,9.8724,0.86687,-37.384,2.1039,0.13635,0.0093614,-0.00011206,0.090241,0.20859,101800.4,16.09,79.5,3.74,-41.722,0.0,-3.0433,-3.2789,-4.7855,-2.6644,16.144,16.365,0.62086,0.3358,0.0,2.5337,199.35,96,0.33,0.91502,-0.090478,88.409,0.01704,6.12205,0.30205
5.3001,12.742,1.2946,-37.946,3.0892,0.063028,0.0055776,-0.027344,-0.11331,-0.47679,102.033,14.64,60.59,0.07,-73.44,0.0,-18.417,-7.0638,-2.525,-10.572,14.759,15.458,0.096678,0.31194,0.0,1.7235,254.03,96,0.22,0.46126,-0.13568,26.513,0.057956,5.47962,0.17962
2.5407,38.5,2.3835,-51.237,1.8953,0.43386,0.021701,-0.052792,0.36927,0.079454,101.84,9.63,77.92,2.64,-5.539,0.0,7.9456,3.8292,-0.25946,4.3705,5.8018,5.992,0.27312,0.43176,0.0,5.8329,199.69,96,0.59,3.2292,-0.068859,352.47,0.0041124,2.68452,0.14452
13.37,42.608,6.8024,-7.5771,2.7453,0.0071437,0.00063345,1.4483,2.5154,-0.97886,100990.0,22.35,52.44,12.81,-24.854,51.04,28.631,22.553,21.199,19.766,27.407,26.234,0.48762,0.2853,0.0,0.17467,6.98,88,0.08,0.028511,-0.081299,5.4355,0.19827,12.39492,-0.97508
1.6157,-6.7759,0.48112,-32.163,1.9601,0.055587,0.0046319,-0.093727,0.084082,0.10466,99.845,8.19,84.1,1.72,-62.434,0.0,4.7627,1.9061,4.0901,3.3754,9.2105,9.089,0.50561,0.38503,0.0,2.3737,169.25,96,0.21,0.38335,-0.12165,25.953,0.059339,2.09426,0.47426
4.2997,83.933,5.356,-23.763,1.8389,0.035741,0.0021606,0.11206,1.4028,-0.93391,100.828,26.04,64.53,11.92,34.03,120.29,13.09,14.171,26.053,15.946,25.579,27.345,0.13972,0.16263,0.0,0.7804,161.95,96,0.18,0.1311,-0.11447,19.899,0.07621,13.262,8.962
2.01,3.0976,0.3503,-9.4433,0.74102,0.020899,0.0017772,-0.072828,0.10851,-0.20328,102.505,9.48,77.14,2.7,-26.584,0.0,-9.0632,-7.7228,-5.3545,-6.9169,9.5262,9.6549,0.073691,0.32283,0.0,1.3232,182.11,96,0.13,0.12231,-0.057625,20.095,0.077136,2.38173,0.37173
1.625,-6.075,0.33504,-36.85,3.0309,0.088968,0.006768,-0.029005,-0.025726,0.18358,100.164,2.09,88.87,0.01,-75.32,0.0,-17.768,-14.321,-11.144,-16.731,4.1692,4.1813,0.32899,0.53439,0.202,2.9041,226.15,95,0.26,0.67061,-0.10965,43.305,0.035328,1.55616,-0.073844
1.7075,-3.5375,0.23036,-39.827,2.7421,0.083287,0.0081135,-0.03941,0.048454,0.02883,100.945,1.03,88.59,0.75,-64.16,0.0,-3.8867,-6.7376,-7.5234,-5.8191,3.6394,3.3872,0.49587,0.37024,0.0,1.7908,248.99,96,0.26,0.53295,-0.12098,36.57,0.044791,2.21862,0.50862
2.2226,-9.4411,2.1947,-17.662,1.4377,0.029102,0.002566,0.088073,-0.29753,-0.78066,100.156,9.67,85.65,1.72,-73.89,0.0,-11.046,-8.6642,-16.129,-17.474,12.05,9.7449,0.26904,0.3694,0.0,1.4364,179.63,96,0.15,0.21241,-0.092385,18.016,0.084174,2.90208,0.68208
1.2153,6.2981,1.7381,-18.889,0.95575,0.087434,0.0069438,0.0097981,-0.096807,-0.051678,101.153,11.84,88.84,0.02,-2.513,0.0,11.642,11.287,10.83,11.402,9.04,9.1504,0.32799,0.52194,0.0,3.0579,229.76,95,0.26,0.59021,-0.057258,86.519,0.017373,2.06573,0.84573
1.7152,0.37567,0.07767,-1.1619,0.1982,0.0035683,0.00098243,0.12705,0.076367,0.064131,103122.3,7.31,90.27,0.99,-6.2524,0.0,-3.1397,-3.8158,-5.3479,-2.7657,8.7876,8.7847,0.55215,0.31034,0.0,0.40199,225.01,96,0.05,0.062778,-0.017043,11.336,0.13585,1.82982,0.10982
3.3944,14.274,1.1094,-30.99,2.0536,0.058538,0.0048993,-0.076386,0.33959,0.03263,100.852,13.41,79.78,3.1,-54.18,0.0,-16.306,-11.435,-30.481,-14.379,16.442,16.844,0.21976,0.27051,0.0,1.9604,209.5,96,0.22,0.47239,-0.11457,29.757,0.052088,4.37288,0.98288
6.8023,16.854,4.1673,-29.366,2.8659,0.021434,0.0017743,0.2492,-3.3746,-0.5782,100.756,17.92,72.09,5.72,-48.969,0.0,3.6876,5.3653,6.6366,-0.012818,19.623,19.832,0.36568,0.5014,0.0,1.3111,173.71,96,0.13,0.14889,-0.18072,7.1419,0.19127,7.98459,1.1846
10.366,22.024,1.8603,-26.331,1.8837,0.050453,0.0039002,0.14314,0.19266,-0.52948,101.868,17.93,66.61,6.85,-28.62,0.0,-7.9786,-6.6888,2.2231,-8.5127,22.265,22.823,0.048186,0.15078,0.0,1.3637,273.54,96,0.2,0.23908,-0.10509,28.494,0.045463,16.6049,6.2349
2.3301,-4.3897,0.72313,-3.6278,0.52217,0.006846,0.0005037,0.44873,0.21152,-1.7223,101368.2,12.39,55.95,6.32,-53.148,0.0,13.124,9.8443,2.6467,9.1056,20.684,20.136,0.556,0.2818,0.0,0.79787,141.23,81,0.07,0.036025,-0.039107,10.04,0.15339,5.45964,3.1296
2.2429,10.61,0.69417,1.5884,0.22881,0.036284,0.003287,0.017937,0.0065534,-0.069937,101.014,13.84,94.44,0.88,21.767,26.52,-9.9115,-10.037,-13.754,-14.244,15.857,15.418,0.59598,0.78514,0.0,1.3325,261.21,97,0.17,0.26293,0.0074511,-284.14,-0.0050433,3.71093,1.4709
2.7056,24.762,1.1418,-20.02,0.80387,0.064739,0.0034442,0.062006,-0.36382,-0.17947,101.871,9.35,77.64,2.62,-17.984,0.0,-10.385,0.57361,4.5275,-0.22365,9.7609,9.9709,0.1456,0.43997,0.0,3.1752,143.63,92,0.23,0.34281,-0.069611,51.896,0.029867,2.89433,0.18433
1.8181,9.5324,0.54671,-6.6598,0.24761,0.061291,0.0035709,-0.038813,0.043662,0.064604,100.842,8.32,86.63,1.46,-26.611,6.99,-6.7029,-8.1721,-4.9617,-5.1399,9.8142,9.8686,0.23919,0.35797,0.0,2.875,284.4,96,0.22,0.4009,-0.023873,144.12,0.0099432,2.79507,0.97507
7.6461,-8.9783,1.1935,-22.973,1.8565,0.058688,0.0039084,-0.14862,0.5032,0.28751,102.252,15.89,92.53,1.34,-37.076,19.49,-8.2733,-10.355,-4.8061,-4.0117,17.661,17.652,0.31953,0.33694,0.0,1.3165,229.0,97,0.22,0.2869,-0.084467,40.505,0.028838,8.35743,0.70743
7.184,10.815,1.3163,-1.1314,0.61229,0.0057151,0.00067802,0.33729,0.63419,-0.47878,102.096,18.73,57.9,0.09,-21.83,0.0,-11.03,-3.5255,1.8355,-6.6702,23.147,22.546,0.035609,0.31623,0.0,0.6978,272.96,96,0.07,0.031538,-0.013523,24.777,0.05093,8.86619,1.6862
3.9717,3.5149,0.48803,-20.22,1.7045,0.047616,0.0044142,0.019582,0.078599,-0.0349,103.643,6.41,88.54,1.1,0.022313,0.0,-2.0864,-3.6451,-5.5449,-3.0658,4.9414,4.7603,0.51252,0.37993,0.0,1.1997,266.86,96,0.19,0.23966,-0.080877,31.457,0.048663,2.76773,-1.2023
2.3954,-3.2922,1.0025,-31.705,1.8136,0.056958,0.0035294,0.0044697,0.26278,0.41951,102.513,4.08,89.68,0.01,-46.463,0.0,-21.828,-16.114,-15.379,-14.633,2.5919,2.5877,0.20898,0.42335,0.0,2.0118,161.38,96,0.21,0.29322,-0.11696,25.584,0.056394,2.544,0.144
1.5686,-2.9602,0.32593,-8.6178,0.93922,0.0095256,0.0010308,0.060879,-0.18853,-0.49021,102.663,1.35,87.72,0.82,-52.979,0.0,-1.3646,-3.5889,-3.7259,-2.5708,3.9637,3.6564,0.48155,0.35977,0.0,1.132,160.52,93,0.09,0.086545,-0.076803,6.4618,0.3157,1.81537,0.24537
18.871,-11.037,1.2863,-34.12,2.4531,0.020794,0.0024564,-0.41512,0.12043,0.30974,101.929,12.32,86.57,1.92,-62.78,0.0,-18.275,-21.008,-13.756,-23.126,17.093,16.976,0.075913,0.18344,0.0,0.77219,226.58,96,0.13,0.17394,-0.21012,5.6422,0.2379,11.92211,-6.9479
3.2971,-0.77283,0.20418,-12.933,1.0112,0.015569,0.0011141,0.042378,-0.1776,-0.31048,102.918,6.74,82.5,1.72,-56.23,0.0,-23.002,-22.356,-24.561,-23.271,9.7785,8.6223,0.19799,0.41095,0.0,1.4433,279.04,96,0.11,0.085994,-0.090846,9.2616,0.16663,3.59505,0.29505
3.7806,-3.5828,0.84832,-28.228,1.8197,0.053998,0.0037187,0.0038757,-0.046947,-0.12434,99.677,10.38,85.67,1.8,-58.95,0.0,-10.523,-8.5453,-17.427,-14.977,10.794,9.1409,0.1887,0.31705,0.0,1.7916,168.15,96,0.21,0.2905,-0.10877,28.719,0.046505,4.06284,0.28284
0.73665,48.243,1.9185,-49.571,1.9464,0.25531,0.01113,-0.026529,0.43659,0.53028,100.478,5.44,69.89,2.7,-14.6,0.0,-5.6148,-5.5255,-7.3606,-6.7978,3.9867,3.6084,0.23448,0.38099,0.0,5.8766,166.58,96,0.45,1.5226,-0.086877,162.17,0.0095578,1.33965,0.59965
2.9935,6.1444,0.94275,-34.092,2.0901,0.14895,0.0097371,0.0043013,-0.1933,-0.29202,102.555,8.64,83.88,1.8,-38.92,0.0,2.058,2.3423,2.0754,2.4971,6.4755,6.6925,0.24521,0.40339,0.0,2.9613,236.45,96,0.34,0.84046,-0.077788,105.42,0.014386,3.03493,0.04493
5.3686,27.682,1.1395,-19.951,0.95643,0.13409,0.00914,0.058093,-0.045388,-0.2933,102.15,11.51,83.63,2.22,6.6371,0.0,-13.585,-8.9894,-10.795,-8.453,11.976,11.903,0.1869,0.38287,0.0,2.7669,320.72,75,0.33,0.76641,-0.048281,156.94,0.0065891,5.23691,-0.13309
8.5356,6.6182,1.7708,-18.617,2.4618,0.031516,0.0036632,0.15921,-0.18766,-0.9819,101.619,21.0,68.48,7.81,-50.304,0.0,15.547,10.391,13.967,12.652,23.538,23.712,0.52821,0.32386,0.0,1.4123,211.89,96,0.16,0.2296,-0.094502,20.299,0.071574,10.3159,1.7759
3.9221,1.0991,0.3923,-7.5115,1.473,0.017625,0.0017817,-0.1165,0.25296,0.26234,101.134,8.81,88.6,0.01,-16.03,0.0,-7.3473,-9.3101,-9.0464,-8.372,8.3438,8.5639,0.096578,0.25078,0.0,0.28085,110.03,80,0.12,0.073558,-0.050637,19.182,0.080108,4.51059,0.59059
1.3498,10.894,0.46976,-26.591,1.1642,0.086027,0.0045505,0.088542,-0.004758,-0.42843,100.728,-0.25,75.44,1.47,-87.5,0.0,-6.1662,-6.9262,-7.9884,-7.7844,1.8955,1.5426,0.22624,0.37382,0.0,4.1532,314.23,74,0.26,0.56835,-0.079418,57.138,0.027127,1.02312,-0.32688
1.702,19.15,1.4595,-43.947,2.2076,0.30599,0.020831,-0.020174,0.28711,0.28089,101.958,11.56,84.19,2.15,0.131,0.0,13.333,13.264,14.834,16.646,5.7613,7.0142,0.20785,0.37061,0.0,5.542,209.35,96,0.5,2.7866,-0.070471,246.06,0.0062993,2.01941,0.31941
10.887,11.394,0.82577,-41.816,2.8499,0.23111,0.013145,0.019591,-0.061123,-0.64517,102.019,18.56,76.0,5.12,-58.332,0.0,11.281,5.5158,8.893,8.8314,22.228,22.01,0.43199,0.27617,0.0,3.2326,230.61,97,0.44,1.5976,-0.077932,176.58,0.0076966,10.1337,-0.7563
4.5318,15.071,2.7863,-14.779,0.90768,0.055778,0.0038768,-0.12275,0.039693,0.16579,102.833,12.31,83.05,2.42,-10.656,0.0,-1.1013,-2.0721,-2.1178,-1.7334,12.704,12.572,0.55236,0.38629,0.0,1.6695,302.78,94,0.21,0.23826,-0.055335,56.798,0.025418,5.45195,0.92195
5.9279,18.232,2.3502,-59.993,3.302,0.15583,0.010834,0.021124,-0.60318,-0.43601,101.998,13.75,81.23,2.95,-73.88,0.0,-5.9555,-3.9375,2.7779,-6.185,12.943,12.672,0.37041,0.63328,0.0,3.1546,238.13,96,0.36,1.1294,-0.13523,66.313,0.021353,5.87922,-0.05078
5.3181,-2.6559,0.37293,-16.39,2.0107,0.016933,0.0022641,-0.32787,-0.26367,-0.16025,101.99,9.61,82.8,2.05,-63.3,0.0,-20.415,-18.541,-17.342,-20.018,12.215,10.838,0.22488,0.50105,0.0,0.99907,274.89,96,0.12,0.14463,-0.11139,8.4886,0.18181,4.44026,-0.87974
1.8876,-5.5351,0.38786,-14.078,1.364,0.011454,0.0015177,0.098328,-0.2134,-0.57425,102994.9,7.82,83.9,1.7,-48.838,0.0,1.6556,0.89195,-0.0867,1.181,10.046,9.8954,0.65898,0.31564,0.0,0.90172,192.46,96,0.09,0.09855,-0.11544,5.399,0.28524,1.96512,0.075123
10.68,15.756,11.827,-42.68,2.1178,0.069454,0.0035754,0.13691,0.37926,-0.77954,100.787,18.44,56.88,9.13,-14.08,54.13,0.057312,3.3995,5.6066,4.3566,20.902,20.781,0.10981,0.1621,0.0,1.3989,280.46,96,0.24,0.28599,-0.14616,28.676,0.052884,12.07713,1.3971
-4.4043,56.52,3.6027,-4.3558,0.96147,0.13583,0.0094076,-0.1143,0.48619,0.72767,101.292,13.85,86.74,2.09,75.69,188.28,-17.526,-17.769,-16.399,-22.616,15.633,15.426,0.096369,0.2559,0.0,1.9789,216.52,97,0.33,0.68725,-0.010551,748.22,0.0016686,9.47645,13.876
5.1942,4.7291,0.95953,-8.6226,0.68361,0.046156,0.0037986,0.064165,0.3632,0.022834,100.945,16.29,89.47,1.95,5.3546,0.0,-7.4532,-6.0591,-6.9829,-6.4836,16.249,16.353,0.202,0.3818,0.0,1.4025,220.84,96,0.2,0.33448,-0.036004,76.199,0.017927,5.08045,-0.10955
1.984,-7.2174,0.31243,-18.792,1.0301,0.018351,0.0013759,0.081069,-0.062658,-0.13104,100.737,5.86,90.51,0.88,-63.74,0.0,-17.597,-14.532,-16.809,-24.738,7.8558,6.5322,0.24204,0.35776,0.0,1.6631,148.16,94,0.12,0.10896,-0.12269,8.2582,0.18769,2.15097,0.17097
2.0317,21.859,2.122,-3.1964,0.80329,0.057827,0.0039636,-0.14048,0.87189,0.62458,102.153,15.75,91.57,1.5,18.401,79.11,-1.6881,-6.2783,-4.1053,-2.8037,19.046,18.954,0.45744,0.27932,0.0,1.5061,189.09,97,0.22,0.34415,-0.011844,284.68,0.0047741,8.40208,6.3721
1.394,-10.47,0.60177,-22.209,1.5325,0.019659,0.0022961,0.025645,-0.10139,-0.45733,102.97,5.25,88.27,1.04,-59.76,0.0,-20.941,-7.2197,-4.804,-6.6167,4.4169,5.5251,0.16465,0.41032,0.0,1.705,231.15,86,0.12,0.27262,-0.13844,7.5864,0.20431,1.13059,-0.25941
0.71858,8.5166,0.52051,-11.934,1.2974,0.064402,0.0054919,0.014024,0.028556,-0.20427,101.679,5.18,84.88,1.33,3.2058,0.0,-10.597,-10.28,-9.4208,-7.5025,4.5249,4.7781,0.34455,0.51364,0.0,2.1125,255.21,96,0.23,0.49253,-0.041363,84.496,0.016959,1.34116,0.62116
11.1,33.227,9.6761,-43.282,2.5761,0.070258,0.0050554,0.032766,0.15718,-0.24331,100663.6,15.96,83.68,2.95,-57.203,0.0,1.1905,0.4879,-5.3604,0.20206,20.998,20.818,0.58552,0.29965,0.0,1.4759,189.32,96,0.24,0.37612,-0.14667,28.492,0.037824,9.54871,-1.5513
4.601,15.28,9.4748,-14.494,2.6276,0.046072,0.0045314,-0.00088565,-1.6216,-0.98642,101.867,13.96,78.95,3.35,-72.43,0.0,-7.5284,-5.8421,3.0555,-5.3146,17.924,17.296,0.14055,0.2707,0.0,1.6366,278.53,96,0.19,0.29349,-0.060148,44.211,0.033392,4.7984,0.1984
8.2962,2.7114,1.4469,-32.522,2.6106,0.056155,0.0046758,0.18568,-0.48214,-0.98111,102.27,11.84,82.54,2.41,-58.919,0.0,-10.502,-13.897,-10.278,-8.0041,15.499,15.254,0.3753,0.34316,0.0,1.1258,234.88,97,0.21,0.28267,-0.12161,26.114,0.054516,7.33435,-0.96565
4.9374,28.851,1.345,-12.441,0.66441,0.1803,0.010336,0.046644,-0.00041165,0.0014067,99.544,11.26,89.3,1.42,-13.141,0.0,-15.865,-13.871,-11.257,-7.118,14.535,14.677,0.47361,0.42134,0.0,2.2706,266.13,97,0.39,0.93435,-0.026282,400.16,0.0029191,6.01787,1.0779
5.659,42.267,3.5497,-72.009,4.4054,0.41105,0.022778,0.039081,-0.95307,-0.81045,100.704,16.31,58.45,7.69,-33.034,0.0,6.0912,8.252,8.3201,6.3343,12.905,12.562,0.27977,0.46922,0.0,5.5423,204.18,96,0.58,3.1771,-0.10109,241.96,0.0061994,3.98413,-1.6759
6.3326,83.296,11.498,-87.052,3.8905,0.60569,0.030208,0.064707,0.36621,-0.63703,99.364,10.33,71.12,3.62,-62.844,0.0,-18.891,-14.968,-7.5014,-12.835,9.0584,9.6755,0.25661,0.41734,0.0,6.0149,234.16,96,0.71,4.197,-0.10037,350.15,0.004331,3.66528,-2.6647
9.4051,96.854,7.4855,-14.511,1.171,0.097026,0.0047884,-0.0035139,-1.1667,-0.13274,100.932,19.28,74.61,5.66,41.4,74.34,5.2493,5.8761,11.235,4.5112,21.096,21.912,0.16576,0.16973,0.0,2.0585,294.89,96,0.28,0.35863,-0.042006,140.18,0.010818,10.101,0.691
3.4711,-6.3627,1.0107,-12.344,0.99927,0.033997,0.0023345,-0.0034192,0.87813,1.3182,101.917,8.09,87.57,1.34,12.54,0.0,-15.761,-16.713,-13.602,-11.064,8.1367,8.251,0.25615,0.40985,0.0,2.3204,144.26,94,0.16,0.18631,-0.05908,31.813,0.047151,3.08623,-0.38377
3.5435,-5.775,0.85239,-23.699,1.5232,0.041598,0.0030557,0.00036178,-0.33624,-0.43826,103.129,7.89,89.22,1.14,-67.59,0.0,-2.5854,-7.3689,-7.0999,-5.2325,11.564,10.943,0.55885,0.39079,0.0,1.6096,317.67,71,0.18,0.21203,-0.1019,22.195,0.065047,5.04404,1.504
5.3761,0.34229,0.60433,-16.228,1.7398,0.067195,0.0051061,0.13828,-0.27671,-0.46681,101.274,10.24,85.04,1.86,-38.54,0.0,-13.018,-14.804,-12.993,-15.699,14.962,14.754,0.074488,0.24033,0.0,1.5571,259.43,96,0.23,0.37057,-0.055607,68.412,0.020796,5.98293,0.60293
2.8943,49.094,1.7453,-70.42,2.647,0.38253,0.021563,-0.012423,0.087561,0.051295,101.625,13.7,71.38,4.48,-28.03,0.0,0.65351,0.60127,2.9421,0.75483,10.363,10.442,0.35436,0.61413,0.0,5.4404,204.6,96,0.56,2.7692,-0.10154,217.59,0.0069388,2.71747,-0.17253
